name,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,rank,state_name,early_career_pay,mid_career_pay,make_world_better_percent,stem_percent,Women,American Indian / Alaska Native,Asian,Black,Hispanic,Native Hawaiian / Pacific Islander,White,Two Or More Races,Unknown,Non-Resident Foreign,Total Minority,total_enrollment
Stevens Institute of Technology,Yes,1768,1249,380,51,93,1263,11,16900,5680,450,750,89,89,19.0,33,12837,79,1,New Jersey,75100,139900,47.0,79,0.2837551020408163,0.0008163265306122,0.0711836734693877,0.0156734693877551,0.0524081632653061,0.0,0.3531428571428571,0.0,0.1972244897959183,0.3095510204081633,0.1400816326530612,6125.0
Stonehill College,Yes,3646,2300,585,25,69,2022,926,12170,6172,480,800,79,79,13.0,30,7495,97,19,Massachusetts,55900,103200,42.0,18,0.5923817863397548,0.0004378283712784,0.0223292469352014,0.0433450087565674,0.0450963222416812,0.0004378283712784,0.8358143607705779,0.0179509632224168,0.0267075306479859,0.0078809106830122,0.1295971978984238,2284.0
Tabor College,Yes,257,183,109,19,41,396,38,7850,3410,400,1500,55,70,10.0,15,7233,53,20,Kansas,43300,77500,62.0,7,0.4947780678851174,0.0039164490861618,0.0065274151436031,0.0835509138381201,0.108355091383812,0.0026109660574412,0.6840731070496083,0.0326370757180156,0.06266318537859,0.0156657963446475,0.237597911227154,766.0
Taylor University,Yes,1769,1092,437,41,80,1757,81,10965,4000,450,1250,60,61,14.2,32,8294,98,10,Indiana,48700,90600,59.0,16,0.5643056849953402,0.0027958993476234,0.0293569431500465,0.0256290773532152,0.0293569431500465,0.0032618825722274,0.8555452003727866,0.0069897483690587,0.0,0.0470643056849953,0.097390493942218,2146.0
Texas Christian University,Yes,4095,3079,1195,33,64,5064,660,8490,3320,650,2400,81,93,14.8,23,9158,64,19,Texas,56000,98700,51.0,9,0.592046247383634,0.0080733579188677,0.0276088906608192,0.0477424499152795,0.1056513505432074,0.0028904614771254,0.7254061596730789,0.0054819096979966,0.0252167846107844,0.0519286355028406,0.1974484202132961,10033.0
Transylvania University,Yes,759,729,244,57,81,867,51,10900,4450,500,1000,81,91,12.1,41,10219,70,7,Kentucky,47900,85600,51.0,25,0.5838264299802761,0.0009861932938856,0.019723865877712,0.0305719921104536,0.0453648915187376,0.0009861932938856,0.8027613412228797,0.029585798816568,0.034516765285996,0.0355029585798816,0.1272189349112426,1014.0
Trinity University,Yes,2425,1818,601,62,93,2110,95,12240,5150,500,490,94,96,9.6,20,14703,93,11,Texas,54900,102900,46.0,27,0.53125,0.0028782894736842,0.0583881578947368,0.0407072368421052,0.1866776315789473,0.0004111842105263,0.5600328947368421,0.0444078947368421,0.0374177631578947,0.069078947368421,0.3334703947368421,2432.0
Tuskegee University,Yes,2267,1827,611,20,59,2825,144,6735,3395,600,1425,70,74,12.2,7,10872,65,4,Alabama,54500,93500,61.0,30,0.5978085723493394,0.0006445375443119,0.0083789880760554,0.7557202707057686,0.0103126007089913,0.0,0.0167579761521108,0.0,0.2017402513696422,0.0064453754431195,0.7750563970351273,3103.0
University of Alabama at Birmingham,No,1797,1260,938,24,35,6960,4698,4440,5175,750,2200,96,96,6.7,16,16352,33,8,Alabama,48600,87200,57.0,17,0.6037009305808108,0.0024601561664349,0.0497914215424109,0.2108781687881056,0.0265269012728634,0.0007487431810888,0.6332228045780297,0.0301101722109316,0.0106963311584126,0.0355653011017221,0.3205155631618355,18698.0
University of California at Berkeley,No,19873,8252,3215,95,100,19532,2061,11648,6246,636,1933,93,97,15.8,10,13919,78,7,California,70700,131800,49.0,36,0.5018235059230667,0.0021030214295221,0.2974044988686277,0.0235857846399574,0.1205643551177958,0.0021562624783708,0.3066418208438706,0.0416877412485025,0.044056967922268,0.1617995474510848,0.4875016637827765,37565.0
University of California at Irvine,No,15698,10775,2478,85,100,12677,864,12024,5302,790,1818,96,96,16.1,11,15934,66,16,California,59600,116000,49.0,34,0.5177198762104422,0.0007986423080762,0.3617849655585504,0.0181358357458986,0.2147682273468437,0.0037935509633622,0.1986955508968087,0.0395993477754484,0.0218295564207513,0.14059432298426,0.6388805696981797,30051.0
University of Central Florida,No,6986,2959,1918,25,60,12330,7152,6618,4234,700,1600,80,98,22.2,9,6742,46,16,Florida,49700,88600,50.0,16,0.5509898464627182,0.0019747560353481,0.05501341188474,0.1053203218852337,0.2157091842611944,0.0021228627379992,0.547879605707045,0.0302960488422992,0.0167525136998699,0.0249312949462701,0.4104365856468149,60767.0
University of Charleston,Yes,682,535,204,22,43,771,611,9500,3540,400,750,26,58,2.5,10,7683,57,8,West Virginia,44600,81900,51.0,4,0.5490288962576978,0.0090004737091425,0.0270014211274277,0.0990052108005684,0.0255802936996684,0.0009474182851729,0.6129796305068688,0.0099478919943154,0.1525343439128375,0.0630033159639981,0.1714827096162955,2111.0
University of Chicago,Yes,6348,2999,922,68,94,3340,39,18930,6380,500,1254,99,99,5.3,36,36854,90,4,Illinois,64000,114200,41.0,22,0.4200172219646287,0.0023183413923296,0.1273762999271378,0.0419950983639133,0.061469166059482,0.0003974299529707,0.4265748161886467,0.0222560773663641,0.102271974564483,0.2153407961846724,0.2558124130621977,15097.0
University of Cincinnati,No,6855,5553,2408,26,57,11036,2011,8907,4697,556,1851,89,95,10.8,6,13889,54,11,Ohio,53600,97300,50.0,19,0.5354968425225838,0.0017840455356384,0.0324243196556508,0.0712768668762212,0.0278934103587913,0.0010760909580041,0.7052077138730779,0.0208421827655537,0.0519072296321468,0.0875881403449154,0.1552969161498598,35313.0
University of Dallas,Yes,681,588,246,44,74,1058,73,10760,6230,500,1200,85,93,13.4,26,8731,63,21,Texas,53000,96400,49.0,16,0.4689952904238618,0.0031397174254317,0.0686813186813186,0.0812401883830455,0.15149136577708,0.0015698587127158,0.5353218210361067,0.0266875981161695,0.0168759811616954,0.1149921507064364,0.3328100470957614,2548.0
University of Dayton,Yes,6361,5293,1507,26,51,5889,665,11380,4220,500,900,81,85,14.8,25,8894,93,4,Ohio,57400,105000,44.0,33,0.4770342942784096,0.0007934408886537,0.0137529754033324,0.0367627611742925,0.0273296306091862,0.0002644802962179,0.7237062505510006,0.0111081724411531,0.0297099532751476,0.1565723353610156,0.0900114608128361,11343.0
University of Delaware,Yes,14446,10516,3252,22,57,14130,4522,10220,4230,530,1300,82,87,18.3,15,10650,75,1,Delaware,58600,105400,43.0,22,0.5624779541446208,0.0007495590828924,0.0448853615520282,0.0543209876543209,0.0644179894179894,0.0009259259259259,0.7057760141093474,0.0253968253968253,0.0149470899470899,0.0885802469135802,0.1906966490299823,22680.0
University of Denver,Yes,2974,2001,580,29,60,2666,554,15192,4695,400,1350,84,91,15.9,21,11762,67,4,Colorado,55700,105100,48.0,12,0.5630451350664747,0.0044034211194851,0.0330256583961385,0.0343805572021339,0.0866288424083326,0.0011855364552459,0.6738927936319756,0.0277754255229062,0.0318401219408925,0.1068676433228893,0.1873994411042425,11809.0
University of Detroit Mercy,Yes,927,731,415,24,50,2149,2217,11130,3996,600,2166,72,79,13.5,14,10891,51,10,Michigan,51800,92800,57.0,13,0.5967644084934277,0.003437815975733,0.0489383215369059,0.1019211324570273,0.0268958543983822,0.0022244691607684,0.488169868554095,0.0236602628918099,0.1882709807886754,0.1164812942366026,0.2070778564206269,4945.0
University of Dubuque,Yes,576,558,137,11,39,662,131,10430,3620,400,1500,85,98,16.5,18,8767,45,21,Iowa,44200,79700,48.0,7,0.4389438943894389,0.0051862329090051,0.0193305044790193,0.1065535124941065,0.0669495520980669,0.0018859028760018,0.6638378123526638,0.0282885431400282,0.0801508722300801,0.0278170674210278,0.2281942479962282,2121.0
University of Evansville,Yes,2096,1626,694,35,67,2551,407,11800,4340,700,960,60,81,15.8,26,7780,77,11,Indiana,50300,89900,54.0,17,0.5633034670821971,0.0015582391897156,0.0148032723022984,0.0280483054148811,0.0276587456174522,0.0,0.7495130502532139,0.0190884300740163,0.032723022984028,0.1266069341643942,0.0911569925983638,2567.0
University of Florida,No,12445,8836,3623,54,85,24470,3286,7090,4180,630,1530,88,97,13.4,20,14737,66,4,Florida,55800,102800,52.0,29,0.5422673325380618,0.0027699710871631,0.070785903475606,0.0637093350047514,0.1643179198932449,0.0048525040943003,0.5523160597666754,0.0224023939020198,0.0320063082553225,0.0868396045209163,0.3288380274570857,49459.0
University of Georgia,No,11220,7871,3320,43,79,19553,2748,5697,3600,525,1755,88,95,14.7,22,7881,63,3,Georgia,54400,100700,45.0,14,0.5760718243032077,0.0010512259567576,0.0812285137937892,0.0796942921271699,0.046509645708441,0.0010512259567576,0.6979856237747535,0.0298889109867318,0.0131829417279881,0.0494076199676108,0.2394238145296474,35197.0
University of Hartford,Yes,5081,4040,1194,11,26,3768,1415,14220,6000,500,1440,61,76,10.7,9,10625,66,7,Connecticut,55200,101600,53.0,15,0.5134223265365997,0.0023470734927387,0.0340325656447117,0.1268886607011882,0.0897755610972568,0.0007334604664808,0.5798738447997653,0.021417045621241,0.0739328150212703,0.0709989731553469,0.2751943670236174,6817.0
University of Hawaii at Manoa,No,3580,2603,1627,36,69,11028,2411,4460,3038,687,1281,85,87,11.8,6,12833,54,3,Hawaii,51600,91600,56.0,18,,,,,,,,,,,,
University of Illinois at Urbana-Champaign,No,14939,11652,5705,52,88,25422,911,7560,4574,500,1982,87,90,17.4,13,8559,81,3,Illinois,62600,115300,44.0,36,0.4490695613646433,0.0008639787328311,0.1356003544528134,0.0484271156402303,0.0749667700487372,0.0010412051395657,0.4824324324324324,0.0232388125830748,0.0127603012848914,0.2206690296854231,0.284138236597253,45140.0
University of Illinois at Chicago,No,8384,5727,2710,22,50,13518,2916,7230,5088,630,3228,82,84,10.0,6,13883,34,7,Illinois,56300,103800,48.0,31,0.536665594050556,0.0010368622403375,0.1869569880939611,0.0784439915620865,0.1943222853873931,0.0022524938324573,0.4008366405663413,0.022095891880296,0.0212377989917408,0.0928170474453859,0.4851085129965318,27969.0
University of Indianapolis,Yes,1487,1276,388,26,51,1417,1646,11120,4080,525,1405,55,56,11.1,23,6735,69,21,Indiana,47300,84500,55.0,5,0.6727306137449467,0.0014700477765527,0.0156192576258728,0.083792723263506,0.0350973906651966,0.0014700477765527,0.6865123116501286,0.0233370084527747,0.0747886806321205,0.0779125321572951,0.1607864755604557,5442.0
University of Kansas,No,8579,5561,3681,25,50,17880,1673,6994,3384,700,2681,88,94,13.7,17,9657,57,1,Kansas,53000,98600,52.0,16,0.5132450331125827,0.0052244297277409,0.0397718910963944,0.0416850625459897,0.0571743929359823,0.0008094186902133,0.704083885209713,0.0403237674760853,0.0213024282560706,0.0896247240618101,0.1849889624724061,27180.0
University of Louisville,No,4777,3057,1823,16,33,9844,6198,6540,3600,530,2440,84,92,11.1,24,10207,31,5,Kentucky,49500,87600,50.0,18,0.5156532628356755,0.0015769212930754,0.0347386484856917,0.1042159454570752,0.0377069709197161,0.0006493205324428,0.7533509577477854,0.0363619498167988,0.0027828022818978,0.0286164834655164,0.2152497565048003,21561.0
University of Maine at Farmington,No,1208,803,438,20,48,1906,344,6810,3970,450,1647,67,75,15.9,26,5712,59,13,Maine,41100,71700,64.0,5,0.6688775510204081,0.0066326530612244,0.0071428571428571,0.0178571428571428,0.0132653061224489,0.0010204081632653,0.8392857142857143,0.0204081632653061,0.0872448979591836,0.0071428571428571,0.0663265306122449,1960.0
University of Maine at Machias,No,441,369,172,17,45,633,317,6600,3680,600,400,46,46,15.1,4,5935,64,16,Maine,37100,66200,47.0,13,0.6753086419753086,0.0271604938271604,0.0061728395061728,0.0320987654320987,0.0296296296296296,0.0,0.7049382716049383,0.0123456790123456,0.1753086419753086,0.0123456790123456,0.1074074074074074,810.0
University of Maine at Presque Isle,No,461,381,235,10,40,974,503,6600,3630,400,1675,67,67,15.2,11,6408,35,14,Maine,39000,70700,58.0,6,0.6423550087873462,0.0246045694200351,0.0035149384885764,0.0105448154657293,0.0114235500878734,0.0,0.7469244288224957,0.0246045694200351,0.1168717047451669,0.0615114235500878,0.0746924428822495,1138.0
University of Maryland at College Park,No,14292,10315,3409,22,53,19340,3991,8723,5146,550,1550,89,92,18.1,12,9021,63,4,Maryland,61300,113400,50.0,33,0.4674288752991226,0.0012496676415846,0.1328104227599043,0.1118319595852167,0.0774793937782504,0.0007710715235309,0.4959851103429938,0.0330231321457059,0.0321722946024993,0.1146769476203137,0.357165647434193,37610.0
University of Massachusetts at Amherst,No,14438,12414,3816,12,39,16282,1940,8566,3897,500,1400,88,92,16.7,15,10276,68,20,Massachusetts,57400,103000,46.0,24,0.4940806705081194,0.0016413480006984,0.0756416972236773,0.038414527675921,0.0476689366160293,0.0005587567661952,0.6427099703160468,0.0224899598393574,0.0957918631045922,0.0750829404574821,0.1864152261218788,28635.0
University of Miami,Yes,7122,5386,1643,42,69,7760,876,16500,6526,630,1985,82,94,5.9,17,17500,59,6,Florida,56200,99600,48.0,22,0.511035144536404,0.0013793930670504,0.0571548518651793,0.0701091519731318,0.2114669545400024,0.0013194194554396,0.4063811922753988,0.0244692335372436,0.0631522130262684,0.1645675902602854,0.3658990044380472,16674.0
University of Michigan at Ann Arbor,No,19152,12940,4893,66,92,22045,1339,15732,4659,476,1600,90,98,11.5,26,14847,87,3,Michigan,63500,112200,45.0,38,0.4787621776504298,0.0018338108882521,0.1140171919770773,0.0399312320916905,0.0443094555873925,0.0004813753581661,0.5687106017191977,0.0290659025787965,0.0637936962750716,0.1378567335243553,0.2296389684813753,43625.0
University of Minnesota at Duluth,No,4192,3126,1656,15,45,5887,1254,8828,3474,753,2610,79,91,19.0,11,6393,53,9,Minnesota,53200,95700,48.0,30,0.4695754079149012,0.0100964572252772,0.0299287839177859,0.0186604164788605,0.0208239430271342,0.000901469395114,0.8151086270621113,0.0253312900027044,0.0525556657351482,0.026593347155864,0.1057423600468764,11093.0
University of Minnesota at Morris,No,1458,874,588,56,86,1846,154,9843,3180,600,1500,74,78,14.6,16,6716,51,22,Minnesota,46100,85300,53.0,27,0.5387045813586098,0.0668773038441284,0.0300157977883096,0.0136914165350184,0.0352817272248551,0.0,0.6461295418641391,0.1095313322801474,0.0057925223802001,0.0926803580832016,0.2553975776724592,1899.0
University of Mississippi,No,3844,3383,1669,26,47,7524,804,4916,3810,600,550,81,86,20.3,14,6971,53,2,Mississippi,48500,89100,55.0,12,0.5610363062702751,0.0028440652357463,0.0190641247833622,0.1412256143625294,0.0271074967782073,0.0010220859440963,0.7502110829667156,0.0209305425943207,0.0023552415233524,0.0352397458116695,0.2121939296982624,22503.0
University of Mobile,Yes,452,331,269,17,54,1417,301,6150,3680,550,1200,59,63,16.6,4,5412,52,19,Alabama,40600,74100,77.0,7,0.66375,0.01625,0.00625,0.2375,0.014375,0.0,0.625625,0.02125,0.045625,0.033125,0.295625,1600.0
University of Montevallo,No,1351,892,570,18,78,2385,331,4440,3030,300,600,72,72,18.9,8,5883,51,22,Alabama,38900,70700,49.0,7,0.6736156351791531,0.0058631921824104,0.0061889250814332,0.1413680781758957,0.0302931596091205,0.0,0.7257328990228012,0.0221498371335504,0.055700325732899,0.0127035830618892,0.2058631921824104,3070.0
University of Nebraska at Lincoln,No,6277,6003,3526,33,63,16454,3171,5595,3145,500,2070,86,92,15.1,48,6813,53,1,Nebraska,51500,96700,53.0,20,0.477645365112373,0.0022794529312964,0.0225545868991442,0.0249940014396544,0.0459089818443573,0.0006398464368551,0.7563784691673998,0.0233943853475165,0.0244741262097096,0.0993761497240662,0.1197712548988242,25006.0
University of New England,Yes,1209,750,265,19,54,820,159,11450,5045,900,2500,72,75,11.4,13,9718,64,6,Maine,50100,91500,69.0,7,0.7141079483589983,0.0041997200186654,0.0468191009488256,0.0601959869342043,0.0127547052418727,0.0023331777881474,0.6548452325400529,0.0149323378441437,0.1969202053196453,0.0069995333644423,0.1412350287758594,6429.0
University of New Hampshire,No,9750,7640,2529,24,62,10358,1338,11180,3862,650,2450,89,87,17.5,16,7855,75,2,New Hampshire,54300,100300,50.0,23,0.547529271680889,0.0021168221207911,0.0211682212079116,0.0111133161341536,0.0295032083085268,0.0001323013825494,0.7877224316994113,0.0142223986240656,0.0975722696302176,0.0364490308923728,0.0782562677779982,15117.0
University of North Carolina at Chapel Hill,No,14596,5985,3331,75,92,14609,1100,8400,4200,550,1200,88,93,8.9,23,15893,83,5,North Carolina,55000,100800,49.0,19,0.5656770207654024,0.0045649562382014,0.0827183799553801,0.0790801441565127,0.0650420456495623,0.0024026085464218,0.6366569418225502,0.0455122704650763,0.0290372404324695,0.0549854127338253,0.2793204050111549,29135.0
University of North Carolina at Charlotte,No,5803,4441,1730,19,62,10099,3255,7248,3109,600,1900,79,91,16.8,7,6227,62,8,North Carolina,52500,92600,49.0,25,0.4947866950583743,0.0029737866216315,0.0493061164549526,0.1619061605110507,0.0734268301637418,0.0011014024524561,0.5911594096482855,0.0314266833100815,0.0265437991041926,0.0621558117336074,0.3201409795139144,27238.0
University of North Dakota,No,2777,2249,1652,20,54,8334,1435,5634,2703,450,1200,97,97,15.9,16,9424,49,2,North Dakota,53800,96000,54.0,16,0.4737689520998255,0.0169730309942305,0.0138870253589158,0.0230779551858312,0.0281765731920032,0.0010063061854286,0.7894807460083187,0.0271031799275459,0.0334764524352609,0.0668187307124647,0.1102240708439554,14906.0
University of North Florida,No,1800,1253,560,44,85,3876,3588,6634,4360,600,2604,82,85,17.8,14,6104,47,19,Florida,48800,86600,51.0,11,0.5616241241241241,0.0012512512512512,0.0421671671671671,0.0971596596596596,0.0926551551551551,0.0007507507507507,0.6901276276276276,0.0487362362362362,0.004004004004004,0.0231481481481481,0.2827202202202202,15984.0
University of Northern Colorado,No,5530,4007,1697,12,37,8463,1498,7731,4128,540,2286,75,75,21.5,8,6309,40,12,Colorado,47700,87100,52.0,7,0.6562655601659751,0.0031535269709543,0.0156016597510373,0.0362655601659751,0.1470539419087136,0.0018257261410788,0.596597510373444,0.0312863070539419,0.1375103734439834,0.0307053941908713,0.2351867219917012,12050.0
University of Northern Iowa,No,4144,3379,1853,18,52,10135,1448,6197,2930,595,2380,78,82,16.3,26,6333,77,15,Iowa,47100,85300,46.0,8,0.5822434607645876,0.0020959087860496,0.0090543259557344,0.0284205231388329,0.0316063044936284,0.0005868544600938,0.835596914822267,0.0176056338028169,0.022551978537894,0.0524815560026827,0.0893695506371562,11928.0
University of Notre Dame,Yes,7700,3700,1906,79,96,7671,30,16850,4400,600,1350,96,92,13.1,46,13936,97,2,Indiana,67000,130500,45.0,28,0.4554561129813613,0.0017242794974956,0.0470481977173823,0.0308728138599228,0.0935216356022662,0.0004105427374989,0.6397076935709007,0.0366204121849084,0.0523031447573692,0.0977912800722555,0.2101978815994745,12179.0
University of Oregon,No,8631,6732,2546,25,61,11669,1605,10602,3660,570,1530,79,87,19.7,13,8020,54,7,Oregon,51800,95800,46.0,13,0.5227838645418327,0.0067231075697211,0.0531208499335989,0.0200033200531208,0.0847443559096945,0.0041085657370517,0.6241284860557769,0.0551128818061089,0.0219538512616201,0.1301045816733067,0.2238130810092961,24096.0
University of Pennsylvania,Yes,12394,5232,2464,85,100,9205,531,17020,7270,500,1544,95,96,6.3,38,25765,93,3,Pennsylvania,72800,133900,41.0,21,0.5267677174877046,0.0008465693783761,0.1498427799725872,0.0597839232443763,0.072522776747561,0.0003225026203337,0.453438684189309,0.0313230669999193,0.0481335160848181,0.1837861807627187,0.314641618963154,24806.0
University of Portland,Yes,1758,1485,419,27,58,2041,174,12040,4100,600,1100,92,96,13.2,17,9060,72,3,Oregon,58500,104900,52.0,28,0.5908761766835626,0.0016895969104513,0.0975138788317644,0.0098962104755008,0.0984793627805937,0.0152063721940622,0.6261163408158339,0.0813420226888727,0.0260680666183924,0.0436881486845281,0.3041274438812454,4143.0
University of Puget Sound,Yes,4044,2826,688,51,83,2738,138,16230,4500,630,1800,79,86,15.0,17,11217,63,8,Washington,54200,101300,45.0,21,0.5898796886058033,0.0014154281670205,0.0668789808917197,0.0102618542108987,0.06758669497523,0.0003538570417551,0.7473460721868365,0.0877565463552724,0.0145081387119603,0.0038924274593064,0.2342533616418966,2826.0
University of Rhode Island,No,9643,7751,1968,12,40,8894,2456,10330,5558,500,1250,84,89,16.6,7,9158,63,5,Rhode Island,54500,99700,50.0,18,0.5477641663146461,0.0026552410838211,0.0322249713354655,0.0484581497797356,0.0777261480900368,0.0003620783296119,0.6877074407096735,0.0237764769778528,0.0934162090398889,0.0336732846539134,0.185203065596524,16571.0
University of Richmond,Yes,5892,2718,756,46,72,2854,594,14500,3285,700,1125,75,89,11.7,32,11984,100,7,Virginia,59800,107500,48.0,13,0.5425633668101387,0.0031085604973696,0.0514108082257293,0.0824964131994261,0.0616929698708751,0.0004782400765184,0.6121472979435677,0.0327594452415112,0.0676709708273553,0.088235294117647,0.2319464371114299,4182.0
University of Rochester,Yes,8766,5498,1243,56,75,5071,438,17840,6582,500,882,93,99,5.9,23,26037,80,16,New York,61100,112700,50.0,32,0.5086799276672694,0.0025316455696202,0.0827305605786618,0.0443942133815551,0.0481916817359855,0.0004520795660036,0.4805605786618445,0.0217902350813743,0.0833634719710669,0.2359855334538879,0.2000904159132007,11060.0
University of San Diego,Yes,3934,2735,886,40,70,3698,217,13600,5940,630,1820,93,96,15.6,13,10813,66,25,California,58900,109400,48.0,12,0.5702479338842975,0.0050305425799496,0.0767756617558989,0.0348544735896514,0.180261109114864,0.003593244699964,0.5277278716013893,0.0488681279195113,0.0497065516828362,0.0731824170559348,0.3493831596598395,8349.0
University of San Francisco,Yes,2306,1721,538,23,48,4309,549,13226,6452,750,2450,86,86,13.6,8,10074,62,23,California,60600,109900,52.0,6,0.6290579100009356,0.0024324071475348,0.1759753017120404,0.0434091121713911,0.1795303583122836,0.0064552343530732,0.326690990738142,0.0594068668724857,0.0455608569557489,0.1605388717373,0.467209280568809,10689.0
University of Scranton,Yes,4471,2942,910,29,60,3674,493,11584,5986,650,800,83,83,14.1,41,9131,92,23,Pennsylvania,56400,99700,42.0,12,0.5711218464841653,0.0010735373054213,0.0266595097512971,0.0277330470567185,0.0694220790839148,0.0003578457684737,0.79262837716944,0.0209339774557165,0.0377527285739846,0.0234388978350331,0.1461799964215423,5589.0
University of South Carolina at Aiken,No,848,560,377,14,24,1855,1412,5800,3066,500,1500,62,62,14.8,3,5035,48,18,South Carolina,41600,75100,58.0,10,0.6326945412311266,0.0031939605110336,0.0121951219512195,0.2485481997677119,0.040650406504065,0.0002903600464576,0.6074332171893148,0.0333914053426248,0.0229384436701509,0.0313588850174216,0.3382694541231126,3444.0
University of South Florida,No,7589,4676,1876,29,63,14770,10962,6760,3776,500,2180,84,89,17.0,7,11020,47,10,Florida,49700,91300,49.0,25,0.5575373169917497,0.0020744909151604,0.0634746530592779,0.10248462015356,0.1767370880824073,0.0025513853784157,0.5247269779197864,0.0310696742810815,0.0195765177166293,0.0773045924936811,0.3783919118699032,41938.0
University of Southern California,Yes,12229,8498,2477,45,71,13259,1429,17230,6482,600,2210,90,94,11.4,10,17007,68,11,California,64500,120600,47.0,23,0.5208583610110004,0.0017195486773608,0.1812828304242338,0.0527171224648434,0.1245141686099922,0.0024497679787058,0.3279391326879137,0.0325065366405201,0.0481709184274374,0.2286999740889925,0.3951899747956564,42453.0
University of Southern Mississippi,No,2850,2044,1046,20,50,9260,1387,4652,2470,500,500,78,99,18.7,23,5917,45,4,Mississippi,45100,83900,56.0,11,0.6316928069226609,0.0032449972958355,0.0116279069767441,0.2726473769605192,0.0308950784207679,0.0009464575446187,0.6292590589507842,0.0213628988642509,0.0046646836127636,0.0253515413737155,0.3407247160627366,14792.0
University of Tulsa,Yes,1712,1557,696,41,68,2936,433,11750,4160,1200,2350,94,96,11.5,10,11743,47,1,Oklahoma,58700,107200,51.0,36,0.4250320375907732,0.0512601452370781,0.0273387441264416,0.0390858607432721,0.040367364374199,0.0008543357539513,0.5352413498504912,0.0145237078171721,0.0296881674498077,0.2616403246475865,0.1734301580521144,4682.0
University of Utah,No,5095,4491,2400,27,53,13894,8374,6857,3975,858,3093,89,93,12.8,9,9275,37,2,Utah,54800,102600,57.0,22,0.445121370775821,0.003998096144693,0.0504521656354117,0.0127240996350944,0.086244645406949,0.0054259876249405,0.6821513564969063,0.0313818816436617,0.0386482627320323,0.0889735046803109,0.1902268760907504,31515.0
University of Vermont,No,7663,6008,1735,18,51,7353,1674,15516,4928,500,990,87,90,9.9,10,12646,79,2,Vermont,53200,99400,50.0,22,0.5556938394523958,0.0024891101431238,0.0301804604853764,0.0129122588674548,0.0414592408214063,0.0003111387678904,0.8034380833851898,0.0257467330429371,0.0404480398257622,0.0430149346608587,0.1130989421281891,12856.0
University of Virginia,No,15849,5384,2678,74,95,11278,114,12212,3792,500,1000,90,92,9.5,22,13597,95,3,Virginia,64500,117500,46.0,23,0.540409573571549,0.001559076352604,0.1007921793359177,0.0551575931232091,0.0523344008090342,0.0004635091859093,0.615666610483735,0.0371650092701837,0.052039440418001,0.0848221810214057,0.2474717680768582,23732.0
University of Washington,No,12749,7025,3343,40,81,20356,4582,8199,4218,708,2172,96,94,9.0,10,16527,65,2,Washington,61900,112300,51.0,34,0.5218158270811004,0.0052027509824937,0.1943104680242943,0.024406037870668,0.0651348695962843,0.0035727045373347,0.4692524115755627,0.0537468738835298,0.0352804573061807,0.1490934262236513,0.3463737048946052,44784.0
University of Wisconsin-Stout,No,2593,1966,1030,9,32,6038,579,6704,2592,376,1750,78,78,21.0,17,6254,65,11,Wisconsin,50400,89500,47.0,14,0.4924419842452629,0.0029806259314456,0.0326804343197785,0.0166063444751969,0.0234192037470726,0.0014903129657228,0.8610815414094103,0.0164998935490738,0.0078773685331062,0.0373642750691931,0.0936768149882904,9394.0
University of Wisconsin at Whitewater,No,4400,3719,1472,12,38,7804,1552,6950,2500,300,1200,90,95,23.1,16,5559,67,12,Wisconsin,48900,89300,44.0,8,0.5052562417871223,0.0026281208935611,0.0187253613666228,0.0463206307490144,0.0468134034165571,0.000739159001314,0.8361530880420499,0.032358738501971,0.0015604467805519,0.0147010512483574,0.1475854139290407,12176.0
University of Wisconsin at Madison,No,14901,10932,4631,36,80,23945,2200,9096,4290,535,1545,93,96,11.5,20,11006,72,3,Wisconsin,57300,104400,48.0,33,0.507324287525236,0.0025588055777266,0.0511995868350626,0.0225597445889478,0.0457298464716653,0.0009859617822432,0.7144701629184469,0.0244142917507864,0.0134043851824029,0.1246772148927179,0.1474482370064322,42598.0
University of Wisconsin at Milwaukee,No,5244,3782,1930,12,37,11561,7443,8786,2964,570,1980,79,87,15.9,8,8094,38,9,Wisconsin,50600,90300,50.0,17,0.528156254529642,0.0043122191621974,0.0572909117263371,0.0785983475866067,0.0780547905493549,0.0007609798521524,0.6915494999275257,0.0305479054935497,0.0022104652848238,0.0566748804174518,0.2495651543701985,27596.0
University of Wyoming,No,2029,1516,1073,23,46,7535,1488,5988,3422,600,1500,91,94,15.1,13,8745,45,1,Wyoming,52400,98800,58.0,25,0.5195787831513261,0.0056162246489859,0.0133385335413416,0.0094383775351014,0.0584243369734789,0.0025741029641185,0.7414976599063963,0.0237909516380655,0.0780811232449298,0.0672386895475819,0.113182527301092,12820.0
Upper Iowa University,Yes,663,452,192,10,35,1481,1160,8840,3060,500,1000,69,75,17.4,19,3733,78,24,Iowa,44200,78000,56.0,3,,,,,,,,,,,,
Ursinus College,Yes,1399,1026,308,44,77,1131,17,14900,5160,500,800,82,85,11.6,40,12082,79,18,Pennsylvania,54400,101800,42.0,40,,,,,,,,,,,,
